Date,Review Text,label,cleansing,baku,stopwords,stemming
2026-03-15 01:26:46,"Tidak bisa cetak e boarding pass, padahal sudah 2 jam sebelum keberangkatan dan terus saya coba sampai 5 menit keberangkatan tidak juga bisa cetak e boarding pass. Alhasil saya di marahin sama petugasnya, karena ""kesalahan"" saya yang ga bisa cetak boarding pass. Aplikasi sudah update, tiket sudah bayar. Ga tau apa yang salah, mungkin saya emang tolol dan bodoh dan sudah sepantasnya di marah marahi dan di caci maki oleh petugas yg maha benar itu",0,tidak bisa cetak e boarding pass padahal sudah jam sebelum keberangkatan dan terus saya coba sampai menit keberangkatan tidak juga bisa cetak e boarding pass alhasil saya di marahin sama petugasnya karena kesalahan saya yang ga bisa cetak boarding pass aplikasi sudah update tiket sudah bayar ga tau apa yang salah mungkin saya emang tolol dan bodoh dan sudah sepantasnya di marah marahi dan di caci maki oleh petugas yg maha benar itu,tidak bisa cetak e boarding pass padahal sudah jam sebelum keberangkatan dan terus saya coba sampai menit keberangkatan tidak juga bisa cetak e boarding pass akhirnya saya di marahin sama petugasnya karena kesalahan saya yang tidak bisa cetak boarding pass aplikasi sudah update tiket sudah bayar tidak tau apa yang salah mungkin saya emang bodoh dan bodoh dan sudah sepantasnya di marah marahi dan di caci maki oleh petugas yang maha benar itu,tidak bisa cetak e boarding pass jam keberangkatan coba menit keberangkatan tidak bisa cetak e boarding pass marahin petugasnya kesalahan tidak bisa cetak boarding pass aplikasi update tiket bayar tidak tau salah emang bodoh bodoh marah marahi caci maki petugas maha,tidak bisa cetak e boarding pass jam berangkat coba menit berangkat tidak bisa cetak e boarding pass marahin tugas salah tidak bisa cetak boarding pass aplikasi update tiket bayar tidak tau salah emang bodoh bodoh marah marah caci maki tugas maha
2026-03-15 00:54:08,kok nggak bisa instal aplikasi kai acces,0,kok nggak bisa instal aplikasi kai acces,mengapa tidak bisa instal aplikasi kai acces,tidak bisa instal aplikasi kai acces,tidak bisa instal aplikasi kai acces
2026-03-14 21:46:46,"aplikasi nya lumayan baguss, tapi pelayanan nya kurang, setiap mau mengajukan komplen atau bertanya balasannya "" ketik N untuk tidak ketik Y untuk melanjutkan"" kenapa gtu ga langsung balas aja? saya lebih baik menunggu lama tpi ada balasan, dripda balasan otomatis seperti itu.",0,aplikasi nya lumayan baguss tapi pelayanan nya kurang setiap mau mengajukan komplen atau bertanya balasannya ketik n untuk tidak ketik y untuk melanjutkan kenapa gtu ga langsung balas aja saya lebih baik menunggu lama tpi ada balasan dripda balasan otomatis seperti itu,aplikasi nya lumayan baguss tapi pelayanan nya kurang setiap mau mengajukan komplen atau bertanya balasannya ketik dan untuk tidak ketik ya untuk melanjutkan kenapa gtu tidak langsung balas saja saya lebih baik menunggu lama tetapi ada balasan dripda balasan otomatis seperti itu,aplikasi lumayan baguss pelayanan kurang mengajukan komplen balasannya ketik tidak ketik ya melanjutkan gtu tidak langsung balas menunggu lama balasan dripda balasan otomatis,aplikasi lumayan baguss layan kurang aju komplen balas ketik tidak ketik ya lanjut gtu tidak langsung balas tunggu lama balas dripda balas otomatis
2026-03-14 21:44:23,Sangat mempermudah pemesanan tiket KAI,0,sangat mempermudah pemesanan tiket kai,sangat mempermudah pemesanan tiket kai,mempermudah pemesanan tiket kai,mudah mesan tiket kai
2026-03-14 21:25:29,dengan KA lokal adalah alat angkutan yg murah meriah,0,dengan ka lokal adalah alat angkutan yg murah meriah,dengan ka lokal adalah alat angkutan yang murah meriah,ka lokal alat angkutan murah meriah,ka lokal alat angkut murah riah
2026-03-14 21:11:12,kai tolong itu apknya buggg trsss saya mau pesan tiket pun tdk bisa eror tolong dong diperbaiiki,1,kai tolong itu apknya buggg trsss saya mau pesan tiket pun tdk bisa eror tolong dong diperbaiiki,kai tolong itu aplikasinya bug trsss saya mau pesan tiket pun tidak bisa error tolong dong diperbaiiki,kai tolong aplikasinya bug trsss pesan tiket tidak bisa error tolong diperbaiiki,kai tolong aplikasi bug trsss pesan tiket tidak bisa error tolong diperbaiiki
2026-03-14 20:26:26,ini bagus banget effisien untuk trip dan apapun ditambah lagi saya railfans jadi tau loko dan stasiun depo juga,1,ini bagus banget effisien untuk trip dan apapun ditambah lagi saya railfans jadi tau loko dan stasiun depo juga,ini bagus sekali effisien untuk trip dan apapun ditambah lagi saya railfans jadi tau loko dan stasiun depo juga,bagus effisien trip apapun ditambah railfans tau loko stasiun depo,bagus effisien trip apa tambah railfans tau loko stasiun depo
2026-03-14 20:00:28,aplikasi taii mau beli tiket ngaak bisa bisa tiba tiba sudah habis aja bangsaaat!!!!! Al hasil nggak dapat tiket hari ini mana tengah malam pula waktu nya orang tidur dari dulu nggak pernah berubah bener bener kecewa 😡😡😡😡,0,aplikasi taii mau beli tiket ngaak bisa bisa tiba tiba sudah habis aja bangsaaat al hasil nggak dapat tiket hari ini mana tengah malam pula waktu nya orang tidur dari dulu nggak pernah berubah bener bener kecewa,aplikasi jelek mau beli tiket ngaak bisa bisa tiba tiba sudah habis saja bangsaaat al hasil tidak dapat tiket hari ini mana tengah malam pula waktu nya orang tidur dari dulu tidak pernah berubah benar benar kecewa,aplikasi jelek beli tiket ngaak bisa bisa habis bangsaaat al hasil tidak tiket malam orang tidur tidak berubah kecewa,aplikasi jelek beli tiket ngaak bisa bisa habis bangsaaat al hasil tidak tiket malam orang tidur tidak ubah kecewa
2026-03-14 19:19:49,"apknya suka eror, udah siap² dari awal nungguin jadwal nya di buka malah pas mau bayar eror, pas mau pesen lagi malah ada aja kendala nya , pdhal sinyal enak, dan tiba tiba bnget pas liat jadwal malah g muncul apa², aku tungguin lama² lah ternyata udh habis , apk nya ngeprank bngt yh, hatiku brisik bngt karna apk ini , g jadi mudik anjir, kecewa bngt knpa apk nya makin lama makin gini sih, yg sini setia menunggu yg di tunggu loading trs eh ternyata sdh habis, NGEPRANK NYA ITULOH NGEPRANK BANGET",1,apknya suka eror udah siap dari awal nungguin jadwal nya di buka malah pas mau bayar eror pas mau pesen lagi malah ada aja kendala nya pdhal sinyal enak dan tiba tiba bnget pas liat jadwal malah g muncul apa aku tungguin lama lah ternyata udh habis apk nya ngeprank bngt yh hatiku brisik bngt karna apk ini g jadi mudik anjir kecewa bngt knpa apk nya makin lama makin gini sih yg sini setia menunggu yg di tunggu loading trs eh ternyata sdh habis ngeprank nya ituloh ngeprank banget,aplikasinya suka error sudah siap dari awal nungguin jadwal nya di buka malah pas mau bayar error pas mau pesan lagi malah ada saja kendala nya padahal sinyal enak dan tiba tiba bnget pas liat jadwal malah tidak muncul apa aku tungguin lama lah ternyata sudah habis aplikasi nya ngeprank banget ya hatiku brisik banget karena aplikasi ini tidak jadi mudik anjir kecewa banget kenapa aplikasi nya makin lama makin gini sih yang sini setia menunggu yang di tunggu loading terus eh ternyata sudah habis ngeprank nya ituloh ngeprank sekali,aplikasinya suka error nungguin jadwal buka pas bayar error pas pesan kendala sinyal enak bnget pas liat jadwal tidak muncul tungguin lama habis aplikasi ngeprank banget ya hatiku brisik banget aplikasi tidak mudik anjir kecewa banget aplikasi lama gini setia menunggu tunggu loading eh habis ngeprank ituloh ngeprank,aplikasi suka error nungguin jadwal buka pas bayar error pas pesan kendala sinyal enak bnget pas liat jadwal tidak muncul tungguin lama habis aplikasi ngeprank banget ya hati brisik banget aplikasi tidak mudik anjir kecewa banget aplikasi lama gin setia tunggu tunggu loading eh habis ngeprank ituloh ngeprank
2026-03-14 19:05:59,pencarian lambat terkadang tidak bisa untuk selanjutnya Sampek karcis habis padahal sudah dari awal jam Sampek karcis habis mohon diperbaruhi tempat karcisnya diperbanyak.,1,pencarian lambat terkadang tidak bisa untuk selanjutnya sampek karcis habis padahal sudah dari awal jam sampek karcis habis mohon diperbaruhi tempat karcisnya diperbanyak,pencarian lambat terkadang tidak bisa untuk selanjutnya sampek karcis habis padahal sudah dari awal jam sampek karcis habis mohon diperbaruhi tempat karcisnya diperbanyak,pencarian lambat terkadang tidak bisa sampek karcis habis jam sampek karcis habis mohon diperbaruhi karcisnya diperbanyak,cari lambat terkadang tidak bisa sampek karcis habis jam sampek karcis habis mohon baruh karcis banyak
2026-03-14 18:31:46,"rugi pesan jm00 aplikasi error, keluar trs masuk lagi kursi sudah habis.. lain kali sediakan kereta premium tambahan sprt lebaran th 2018",1,rugi pesan jm aplikasi error keluar trs masuk lagi kursi sudah habis lain kali sediakan kereta premium tambahan sprt lebaran th,rugi pesan jm aplikasi error keluar terus masuk lagi kursi sudah habis lain kali sediakan kereta premium tambahan sprt lebaran th,rugi pesan jm aplikasi error keluar masuk kursi habis kali sediakan kereta premium tambahan sprt lebaran th,rugi pesan jm aplikasi error keluar masuk kursi habis kali sedia kereta premium tambah sprt lebaran th
2026-03-14 18:31:20,"apk gak jlas.. saya sdah standby smpek jam 00.00 mau psan tiket kereta buat kberngkatan tanggal 22 kok gak bsazdi cobak brkali2 loding muter2 mulu,ada psan server eror dll. ahkirnya tdak kbgian tiker kreta api. mohon penjelasannya ini,bgaimana ! di chek lgi sdah hbis... mau psan tiket aja di ruwetin bgini ! mksih. mohon responnya",1,apk gak jlas saya sdah standby smpek jam mau psan tiket kereta buat kberngkatan tanggal kok gak bsazdi cobak brkali loding muter mulu ada psan server eror dll ahkirnya tdak kbgian tiker kreta api mohon penjelasannya ini bgaimana di chek lgi sdah hbis mau psan tiket aja di ruwetin bgini mksih mohon responnya,aplikasi tidak jlas saya sdah standby smpek jam mau psan tiket kereta untuk kberngkatan tanggal mengapa tidak bsazdi cobak brkali loading muter terus ada psan server error dll ahkirnya tdak kbgian tiket kereta api mohon penjelasannya ini bgaimana di chek lagi sdah hbis mau psan tiket saja di ruwetin bgini mksih mohon responnya,aplikasi tidak jlas sdah standby smpek jam psan tiket kereta kberngkatan tanggal tidak bsazdi cobak brkali loading muter psan server error dll ahkirnya tdak kbgian tiket kereta api mohon penjelasannya bgaimana chek sdah hbis psan tiket ruwetin bgini mksih mohon responnya,aplikasi tidak jlas sdah standby smpek jam psan tiket kereta kberngkatan tanggal tidak bsazdi cobak brkali loading muter psan server error dll ahkirnya tdak kbgian tiket kereta api mohon jelas bgaimana chek sdah hbis psan tiket ruwetin bgini mksih mohon responnya
2026-03-14 18:18:22,"aplikasi sangat menjengkelkan,saat war tiket dijam 00.00 selalu not responding alhasil kebagian tiket tanpa tempat duduk semoga lekas diperbaiki KAI access #BadApk",1,aplikasi sangat menjengkelkan saat war tiket dijam selalu not responding alhasil kebagian tiket tanpa tempat duduk semoga lekas diperbaiki kai access badapk,aplikasi sangat menjengkelkan saat rebutan tiket dijam selalu not responding akhirnya kebagian tiket tanpa tempat duduk semoga lekas diperbaiki kai access badapk,aplikasi menjengkelkan rebutan tiket dijam not responding kebagian tiket duduk semoga lekas diperbaiki kai access badapk,aplikasi jengkel rebut tiket jam not responding bagi tiket duduk moga lekas baik kai access badapk
2026-03-14 18:12:32,"mau war loading trs pdhl sinyal jaringan aman refresh brkali"" ttp aj loading ntar pas bisa ket nya tersedia eh pas pesen gabisa"" kalo emg udh abis jngn kasih ket tersedia min biar ga cape"" ngewar kalo ujung"" nya tiket habis semuaa dn gadapet",1,mau war loading trs pdhl sinyal jaringan aman refresh brkali ttp aj loading ntar pas bisa ket nya tersedia eh pas pesen gabisa kalo emg udh abis jngn kasih ket tersedia min biar ga cape ngewar kalo ujung nya tiket habis semuaa dn gadapet,mau rebutan loading terus padahal sinyal jaringan aman refresh brkali tetap aj loading ntar pas bisa ket nya tersedia eh pas pesan tidak bisa kalau memang sudah abis jngn kasih ket tersedia admin agar tidak capek rebutan kalau ujung nya tiket habis semuaa dn gadapet,rebutan loading sinyal jaringan aman refresh brkali aj loading ntar pas bisa ket tersedia eh pas pesan tidak bisa abis jngn kasih ket tersedia admin tidak capek rebutan ujung tiket habis semuaa dn gadapet,rebut loading sinyal jaring aman refresh brkali aj loading ntar pas bisa ket sedia eh pas pesan tidak bisa abis jngn kasih ket sedia admin tidak capek rebut ujung tiket habis semuaa dn gadapet
2026-03-14 18:12:23,luemottt banget padahal jaringan oke tepi dari sananya susahh pesen tiket aja susahh banget,0,luemottt banget padahal jaringan oke tepi dari sananya susahh pesen tiket aja susahh banget,luemottt sekali padahal jaringan oke tepi dari sananya susahh pesan tiket saja susahh sekali,luemottt jaringan oke tepi sananya susahh pesan tiket susahh,luemottt jaring oke tepi sana susahh pesan tiket susahh
2026-03-14 18:08:26,aplikasi mengecewakan dibelain melek tetep aja munyer2 alhasil g kebagian,0,aplikasi mengecewakan dibelain melek tetep aja munyer alhasil g kebagian,aplikasi mengecewakan dibelain melek tetap saja loading akhirnya tidak kebagian,aplikasi mengecewakan dibelain melek loading tidak kebagian,aplikasi kecewa bain melek loading tidak bagi
2026-03-14 18:06:07,pas waktu di butuhkan lelet,1,pas waktu di butuhkan lelet,pas waktu di butuhkan lambat,pas butuhkan lambat,pas butuh lambat
2026-03-14 18:03:40,"loading dan server down yang selalu menggangu pengguna, 1 jam buat booking waktu pembayaran malah close ke home, tolong lah 3 tahun begini kaga ada pembaharuan",1,loading dan server down yang selalu menggangu pengguna jam buat booking waktu pembayaran malah close ke home tolong lah tahun begini kaga ada pembaharuan,loading dan server error yang selalu menggangu pengguna jam untuk booking waktu pembayaran malah close ke home tolong lah tahun begini tidak ada update,loading server error menggangu pengguna jam booking pembayaran close home tolong tidak update,loading server error menggangu guna jam booking bayar close home tolong tidak update
2026-03-14 18:01:50,"jadwal kereta tidak mau muncul, pas muncul katanya masih tersedia tanpa kursi malah gk bisa dipesan padahal data sudah sesuai semua selalu invalid tiap mau pesan atau malah keterangannya no seat sehingga tidak bisa di pesan padahal di jadwalnya masih tersedia",1,jadwal kereta tidak mau muncul pas muncul katanya masih tersedia tanpa kursi malah gk bisa dipesan padahal data sudah sesuai semua selalu invalid tiap mau pesan atau malah keterangannya no seat sehingga tidak bisa di pesan padahal di jadwalnya masih tersedia,jadwal kereta tidak mau muncul pas muncul katanya masih tersedia tanpa kursi malah tidak bisa dipesan padahal data sudah sesuai semua selalu tidak valid setiap mau pesan atau malah keterangannya no seat sehingga tidak bisa di pesan padahal di jadwalnya masih tersedia,jadwal kereta tidak muncul pas muncul tersedia kursi tidak bisa dipesan data sesuai tidak valid pesan keterangannya no seat tidak bisa pesan jadwalnya tersedia,jadwal kereta tidak muncul pas muncul sedia kursi tidak bisa pes data sesuai tidak valid pesan terang no seat tidak bisa pesan jadwal sedia
2026-03-14 17:59:00,"war dari jam 00:00, aman semuanya tapi lemotnya nauzubillah, loading teruuuuuus udah masuk pembayaran ga muncul2 qris nya kan bangke !",1,war dari jam aman semuanya tapi lemotnya nauzubillah loading teruuuuuus udah masuk pembayaran ga muncul qris nya kan bangke,rebutan dari jam aman semuanya tapi lemotnya nauzubillah loading teruuuuuus sudah masuk pembayaran tidak muncul qris nya kan sial,rebutan jam aman lemotnya nauzubillah loading teruuuuuus masuk pembayaran tidak muncul qris sial,rebut jam aman lot nauzubillah loading teruuuuuus masuk bayar tidak muncul qris sial
2026-03-14 17:58:14,tolong lah KAI ini apknya mau war tiket ga bisasistem siatam tolong lah,1,tolong lah kai ini apknya mau war tiket ga bisasistem siatam tolong lah,tolong lah kai ini aplikasinya mau rebutan tiket tidak bisasistem sistem tolong lah,tolong kai aplikasinya rebutan tiket tidak bisasistem sistem tolong,tolong kai aplikasi rebut tiket tidak bisasistem sistem tolong
2026-03-14 17:57:42,"Saya sebel waktu pemesanan tiket di jam 00:00 selalu aja di tolak terus sama sistemnya invalid lah segala macam lah, dan sampe saya tunggu 1 jam hasilnya masih sama aja eror dan itu saya jadi ga bisa naik kereta sebel banget mohon diperbaiki Maslaah tersebut min terimakasih🙏🏻",1,saya sebel waktu pemesanan tiket di jam selalu aja di tolak terus sama sistemnya invalid lah segala macam lah dan sampe saya tunggu jam hasilnya masih sama aja eror dan itu saya jadi ga bisa naik kereta sebel banget mohon diperbaiki maslaah tersebut min terimakasih,saya sebel waktu pemesanan tiket di jam selalu saja di tolak terus sama sistemnya tidak valid lah segala macam lah dan sampai saya tunggu jam hasilnya masih sama saja error dan itu saya jadi tidak bisa naik kereta sebel sekali mohon diperbaiki maslaah tersebut admin terimakasih,sebel pemesanan tiket jam tolak sistemnya tidak valid tunggu jam hasilnya error tidak bisa kereta sebel mohon diperbaiki maslaah admin terimakasih,sebel mesan tiket jam tolak sistem tidak valid tunggu jam hasil error tidak bisa kereta sebel mohon baik maslaah admin terimakasih
2026-03-14 17:47:08,server aplikasinya gk bisa handle trafic yang tinggi setiap saya ingin melakukan pembelian aplikasi selalu menggunakan server is not available lalu setelah setengah jam tiba-tiba jadi no seat available padahal saya adalah pengguna aplikasi ini dari tahun 2019 kalau ini tidak bisa di tangani saran saya kembalikan saja pembelian tiket secara offline seperti dulu percuma saya tidak bisa mudik karena selalu kehabisan tiket,1,server aplikasinya gk bisa handle trafic yang tinggi setiap saya ingin melakukan pembelian aplikasi selalu menggunakan server is not available lalu setelah setengah jam tiba tiba jadi no seat available padahal saya adalah pengguna aplikasi ini dari tahun kalau ini tidak bisa di tangani saran saya kembalikan saja pembelian tiket secara offline seperti dulu percuma saya tidak bisa mudik karena selalu kehabisan tiket,server aplikasinya tidak bisa handle trafic yang tinggi setiap saya ingin melakukan pembelian aplikasi selalu menggunakan server is not available lalu setelah setengah jam tiba tiba jadi no seat available padahal saya adalah pengguna aplikasi ini dari tahun kalau ini tidak bisa di tangani saran saya kembalikan saja pembelian tiket secara offline seperti dulu percuma saya tidak bisa mudik karena selalu kehabisan tiket,server aplikasinya tidak bisa handle trafic pembelian aplikasi server is not available jam no seat available pengguna aplikasi tidak bisa tangani saran kembalikan pembelian tiket offline tidak bisa mudik kehabisan tiket,server aplikasi tidak bisa handle trafic beli aplikasi server is not available jam no seat available guna aplikasi tidak bisa tangan saran kembali beli tiket offline tidak bisa mudik habis tiket
